username,week_index,week_label,persona_type,initial_weight,target_weight,avg_daily_steps,cardio_hours_weekly,fast_food_meals_weekly,avg_calories_per_meal,current_weight,weekly_intake,weekly_burn,weekly_deficit,will_hit_target
user_1,12,Week 12,Inconsistent,95.16926605996787,88.03157110547028,5527.741370321243,0.0,0.0,567.1409779874357,91.74680768000596,9380.259225618318,276.3870685160622,-9103.872157102256,Failure
user_1,13,Week 13,Inconsistent,95.16926605996787,88.03157110547028,5800.499192156307,7.220936761951819,3.0,572.8089607769285,91.50957668888213,10576.797067728063,234.21231199817908,-10342.584755729884,Failure
user_1,14,Week 14,Inconsistent,95.16926605996787,88.03157110547028,4192.029557724334,1.6510259296120655,3.0,921.9510872725847,91.02608213394832,20932.70072274055,-960.1933361913702,-21892.894058931917,Failure
user_1,15,Week 15,Inconsistent,95.16926605996787,88.03157110547028,6435.500009168968,4.770457041843791,0.0,516.8529187482176,91.21559558349206,3716.4691311700503,1275.8664088272067,-2440.6027223428437,Failure
user_1,16,Week 16,Inconsistent,95.16926605996787,88.03157110547028,8414.177998850884,0.0,2.0,1012.4677668197936,90.83423054760017,16871.25550964992,-579.2911000574558,-17450.546609707377,Failure
user_1,17,Week 17,Inconsistent,95.16926605996787,88.03157110547028,13601.650654236855,3.5319347626564244,1.0,567.391371436623,90.84295926602037,15760.809738214453,886.4694852431276,-14874.340252971326,Failure
user_1,18,Week 18,Inconsistent,95.16926605996787,88.03157110547028,7611.022344911436,0.0,2.0,836.7185869814671,90.33885493767244,17656.20467011559,-619.4488827544282,-18275.653552870015,Failure
user_1,19,Week 19,Inconsistent,95.16926605996787,88.03157110547028,7901.426367529674,0.4405775982604872,4.0,667.4917667439277,89.89067969239899,19269.508630557735,-1516.8131619714188,-20786.321792529154,Failure
user_1,20,Week 20,Inconsistent,95.16926605996787,88.03157110547028,6739.439294818415,6.785078384666965,4.0,830.55780043941,89.50094685997658,18209.453239489852,-306.01235832568614,-18515.46559781554,Failure
user_10,1,Week 1,Sedentary,85.89567875709812,79.45350285031577,9044.456511731405,3.228275301485673,7.0,860.8433846192089,85.25429480968656,19769.88282458162,-2402.122114116295,-22172.004938697915,Success
user_10,2,Week 2,Sedentary,85.89567875709812,79.45350285031577,1000.0,2.0228453022679425,7.0,714.7350012801284,84.52025773726874,19305.926745734803,-3045.4309395464115,-22351.357685281215,Success
user_10,3,Week 3,Sedentary,85.89567875709812,79.45350285031577,8071.0731325423585,0.0,5.0,681.751086146718,84.05422879874227,15709.030514664231,-2096.446343372882,-17805.476858037113,Success
user_10,4,Week 4,Sedentary,85.89567875709812,79.45350285031577,4035.815713568555,0.0,5.0,805.9766730604043,83.48097600053599,15689.826498800132,-2298.2092143215723,-17988.035713121702,Success
user_10,5,Week 5,Sedentary,85.89567875709812,79.45350285031577,1000.0,3.5327442499479584,1.0,609.7319606990096,83.36376480811438,9080.999806549466,256.54884998959164,-8824.450956559875,Success
user_10,6,Week 6,Sedentary,85.89567875709812,79.45350285031577,5617.3621599214475,0.854292284099762,7.0,609.9806024450926,82.8921046707815,11422.29102282942,-3048.2734351839754,-14470.564458013396,Success
user_10,7,Week 7,Sedentary,85.89567875709812,79.45350285031577,4696.708934507145,6.298323849954236,4.0,918.8903245173881,82.38810341226028,17983.810577469296,-505.4997832837955,-18489.31036075309,Success
user_10,8,Week 8,Sedentary,85.89567875709812,79.45350285031577,1899.2409299442188,1.4832945984859296,7.0,598.9610438472351,81.9049450632798,15161.876415119861,-3108.3790338056033,-18270.255448925465,Success
user_10,9,Week 9,Sedentary,85.89567875709812,79.45350285031577,4244.307297465066,0.980122791225079,5.0,916.6046876591121,81.08913351626026,23540.903423463722,-2091.760076881731,-25632.663500345454,Success
user_10,10,Week 10,Sedentary,85.89567875709812,79.45350285031577,2651.40241098384,0.0,5.0,880.9534762494415,80.46959390044644,17615.347326774026,-2367.429879450808,-19982.777206224833,Success
user_10,11,Week 11,Sedentary,85.89567875709812,79.45350285031577,4397.310708379368,0.8338522619557049,3.0,497.98382246164556,79.95121489097096,17598.310239357128,-1113.3640121898907,-18711.674251547018,Success
user_10,12,Week 12,Sedentary,85.89567875709812,79.45350285031577,6317.457360823662,0.11882540904864136,5.0,681.4261858412603,79.57087392764349,14464.119088534419,-2160.3620501490886,-16624.481138683506,Success
user_10,13,Week 13,Sedentary,85.89567875709812,79.45350285031577,9551.058856508733,2.2702716917214762,5.0,1008.9691455332902,79.04920915718783,24179.518213460284,-1568.392718830268,-25747.910932290553,Success
user_10,14,Week 14,Sedentary,85.89567875709812,79.45350285031577,1000.0,2.8917557919864603,4.0,628.2960320505557,78.65214567855249,13361.925831818238,-1371.648841602708,-14733.574673420946,Success
user_10,15,Week 15,Sedentary,85.89567875709812,79.45350285031577,11465.616811296934,0.0,3.0,718.7292540958572,78.17867082502265,19908.706628727377,-926.7191594351533,-20835.42578816253,Success
user_10,16,Week 16,Sedentary,85.89567875709812,79.45350285031577,1000.0,0.0,3.0,880.8606563190818,77.62564167398381,22828.167840467406,-1450.0,-24278.167840467406,Success
user_10,17,Week 17,Sedentary,85.89567875709812,79.45350285031577,3468.752167375459,0.0,5.0,937.0933391244542,77.0056900709216,19559.094843997864,-2326.562391631227,-21885.657235629093,Success
user_10,18,Week 18,Sedentary,85.89567875709812,79.45350285031577,6059.110222696017,1.769978317281359,10.0,755.9806949422133,76.1547902301835,23348.682254319563,-4343.048825408927,-27691.731079728488,Success
user_10,19,Week 19,Sedentary,85.89567875709812,79.45350285031577,4983.471537072614,0.0,2.0,695.4357159289627,75.63687612744216,15502.71273048773,-750.8264231463693,-16253.5391536341,Success
user_10,20,Week 20,Sedentary,85.89567875709812,79.45350285031577,1820.551680627921,0.0,5.0,1048.9147257972388,74.87265847766773,20001.310708589528,-2408.972415968604,-22410.283124558133,Success
user_11,1,Week 1,Active,79.94450381636877,73.94866603014111,10271.572123749536,4.971446511327411,0.0,954.3074411645764,79.76221812405709,18754.141903404397,1507.867908452959,-17246.27399495144,Failure
user_11,2,Week 2,Active,79.94450381636877,73.94866603014111,9274.496728694085,10.232498793581977,0.0,821.3001588868142,79.91901554013516,13529.26660586616,2510.2245951510995,-11019.04201071506,Failure
user_11,3,Week 3,Active,79.94450381636877,73.94866603014111,8937.223350695258,3.984822721150267,0.0,664.9306749488792,79.77092803166819,10778.846099330696,1243.8257117648163,-9535.02038756588,Failure
user_11,4,Week 4,Active,79.94450381636877,73.94866603014111,13973.607339573588,6.096226936129105,0.0,508.55349871283784,79.89565867330234,10901.977572762185,1917.9257542045002,-8984.051818557686,Failure
user_11,5,Week 5,Active,79.94450381636877,73.94866603014111,12249.554200877667,4.204573396368913,0.0,504.67222885260105,79.83831786722456,15776.350447833802,1453.392389317666,-14322.958058516137,Failure
user_11,6,Week 6,Active,79.94450381636877,73.94866603014111,8574.81641658771,3.7527758670221436,1.0,741.4399684215076,79.46683871044083,20051.41022803518,679.2959942338143,-19372.114233801367,Failure
user_11,7,Week 7,Active,79.94450381636877,73.94866603014111,14148.599564016378,6.297691207469422,1.0,723.2196886555197,79.12568658035615,21130.156398631632,1466.9682196947033,-19663.18817893693,Failure
user_11,8,Week 8,Active,79.94450381636877,73.94866603014111,12075.548323068133,3.274313639528372,3.0,895.2797537656252,78.81393917337203,19031.19990928117,-241.35985594091903,-19272.55976522209,Failure
user_11,9,Week 9,Active,79.94450381636877,73.94866603014111,13845.01741593636,4.668480785179757,0.0,763.8287661938243,78.72839060171954,11995.257210516533,1625.9470278327694,-10369.310182683763,Failure
user_11,10,Week 10,Active,79.94450381636877,73.94866603014111,13203.700946732642,4.8042445154900335,1.0,400.0,78.74408799399396,6163.475226190121,1121.0339504346389,-5042.441275755482,Failure
user_11,11,Week 11,Active,79.94450381636877,73.94866603014111,8098.517461772746,2.329773865892378,0.0,834.0908331015107,78.46710131339574,21098.296293946863,870.880646267113,-20227.41564767975,Failure
user_11,12,Week 12,Active,79.94450381636877,73.94866603014111,9039.366359310607,6.480105873841307,0.0,475.33939021997776,78.29981956428098,8815.206055149809,1747.9894927337916,-7067.216562416017,Failure
user_11,13,Week 13,Active,79.94450381636877,73.94866603014111,13615.527617931417,3.5626006082614783,0.0,582.8050274083384,78.29507917967221,13415.128691768326,1393.2965025488666,-12021.83218921946,Failure
user_11,14,Week 14,Active,79.94450381636877,73.94866603014111,13136.295929017127,2.1106371012678884,0.0,693.7850360940465,78.23901934217155,10285.435943093244,1078.942216704434,-9206.49372638881,Failure
user_11,15,Week 15,Active,79.94450381636877,73.94866603014111,10926.844421125483,5.341274608926009,1.0,999.2418107121937,78.06260160771498,21970.458664592825,1114.597142841476,-20855.86152175135,Failure
user_11,16,Week 16,Active,79.94450381636877,73.94866603014111,11410.645841580737,1.753830045522407,1.0,1194.235747300938,77.61588546769171,23752.534178541104,421.29830118351833,-23331.235877357587,Failure
user_11,17,Week 17,Active,79.94450381636877,73.94866603014111,15471.827135259487,4.070452893422821,0.0,756.176535348832,77.65156138734892,14729.3340501852,1587.6819354475385,-13141.65211473766,Failure
user_11,18,Week 18,Active,79.94450381636877,73.94866603014111,8929.500139074597,3.977202508389491,1.0,617.9405917239321,77.456647188406,16107.242940477703,741.915508631628,-15365.327431846075,Failure
user_11,19,Week 19,Active,79.94450381636877,73.94866603014111,12914.840834095132,6.714738914578946,2.0,743.5384884840963,77.05818498398516,19184.14510668051,988.6898246205456,-18195.455282059964,Failure
user_11,20,Week 20,Active,79.94450381636877,73.94866603014111,10292.325716481371,5.186745582199881,1.0,805.3396995279213,76.75452145582844,19407.10228944203,1051.9654022640448,-18355.136887177985,Failure
user_12,1,Week 1,Sedentary,96.91934175666947,89.65039112491927,3238.1157887047284,0.4374326031371403,3.0,743.8831655274914,96.29934685445477,21574.448201954892,-1250.6076899373356,-22825.05589189223,Success
user_12,2,Week 2,Sedentary,96.91934175666947,89.65039112491927,7845.718981955166,2.544415748000718,8.0,1114.1619872846563,95.54767549524553,25248.441076589,-3098.830901302098,-28347.271977891098,Success
user_12,3,Week 3,Sedentary,96.91934175666947,89.65039112491927,6888.957221458104,3.975518872543283,5.0,840.2623828584954,94.97710412355258,21806.074459676613,-1360.4483644184381,-23166.52282409505,Success
user_12,4,Week 4,Sedentary,96.91934175666947,89.65039112491927,6847.283726002235,1.8945257658796555,6.0,887.105040590994,94.35780577700103,22565.144019156913,-2278.7306605239573,-24843.87467968087,Success
user_12,5,Week 5,Sedentary,96.91934175666947,89.65039112491927,8569.175825040153,0.5258815496084517,3.0,916.5367441095308,93.8244678242021,21737.920559566395,-966.364898826302,-22704.285458392696,Success
user_12,6,Week 6,Sedentary,96.91934175666947,89.65039112491927,4073.513445714657,0.0,4.0,873.7776568575298,93.33963547388164,21622.462574704066,-1796.3243277142672,-23418.786902418335,Success
user_12,7,Week 7,Sedentary,96.91934175666947,89.65039112491927,6386.835399532374,0.0,5.0,946.8145875821822,92.67763506840828,19294.875371594382,-2180.6582300233813,-21475.533601617764,Success
user_12,8,Week 8,Sedentary,96.91934175666947,89.65039112491927,2914.066351922904,0.0,6.0,691.9806923542884,91.95157210786698,17600.278732988714,-2854.296682403855,-20454.57541539257,Success
user_12,9,Week 9,Sedentary,96.91934175666947,89.65039112491927,5134.582233709548,0.0,7.0,702.2971930594447,91.42851063124,13703.663643995642,-3243.2708883145224,-16946.934532310166,Success
user_12,10,Week 10,Sedentary,96.91934175666947,89.65039112491927,3544.4993097131037,0.03257174253638495,5.0,607.4730092299534,90.96303223129163,9640.386763442872,-2316.2606860070678,-11956.64744944994,Success
user_12,11,Week 11,Sedentary,96.91934175666947,89.65039112491927,4339.4858774745135,0.6416248122427679,2.0,876.9127153585396,90.5222047281055,21327.70670832118,-654.7007436777208,-21982.4074519989,Success
user_12,12,Week 12,Sedentary,96.91934175666947,89.65039112491927,6083.049589029197,1.8242318858918272,6.0,936.31388811462,89.7849896871825,21686.72324814006,-2331.0011433701748,-24017.724391510237,Success
user_12,13,Week 13,Sedentary,96.91934175666947,89.65039112491927,1136.227608682846,0.323753054852272,4.0,880.11025157658,89.10298810924043,21348.86217224098,-1878.4380085954033,-23227.300180836384,Success
user_12,14,Week 14,Sedentary,96.91934175666947,89.65039112491927,11323.35546489911,1.7162541095655048,2.0,1093.036175835819,88.66420624013506,24623.909810074223,-90.58140484194337,-24714.49121491617,Success
user_12,15,Week 15,Sedentary,96.91934175666947,89.65039112491927,1000.0,0.6611860370253004,4.0,799.0206967049169,88.05853960563843,19160.037561622194,-1817.76279259494,-20977.800354217135,Success
user_12,16,Week 16,Sedentary,96.91934175666947,89.65039112491927,1000.0,0.0,2.0,917.0297897286897,87.51139189627708,25385.848539826155,-950.0,-26335.848539826155,Success
user_12,17,Week 17,Sedentary,96.91934175666947,89.65039112491927,8053.388057250237,0.0,3.0,608.95234667562,87.16579946102523,13585.652791154509,-1097.3305971374882,-14682.983388291997,Success
user_12,18,Week 18,Sedentary,96.91934175666947,89.65039112491927,6770.819428870276,0.13978111069596144,4.0,732.2575520669798,86.67366532571772,15425.765250717315,-1633.5028064172939,-17059.26805713461,Success
user_12,19,Week 19,Sedentary,96.91934175666947,89.65039112491927,6184.419359682543,0.0,7.0,921.7191075740111,85.7269466105139,28883.739487995415,-3190.779032015873,-32074.51852001129,Success
user_12,20,Week 20,Sedentary,96.91934175666947,89.65039112491927,6199.209282424979,1.9998218249905113,5.0,948.5928693800502,85.09203541643969,22224.463052314724,-1790.0751708806488,-24014.538223195374,Success
user_13,1,Week 1,Sedentary,94.58462399755233,87.49077719773591,3957.136295035799,4.326877080859243,5.0,748.5557841587681,94.18867873155747,15599.793931415687,-1436.7677690763614,-17036.56170049205,Success
user_13,2,Week 2,Sedentary,94.58462399755233,87.49077719773591,1000.0,3.5469046292432918,7.0,787.4701309248383,93.59712462400196,20128.78263459021,-2740.619074151342,-22869.401708741552,Success
user_13,3,Week 3,Sedentary,94.58462399755233,87.49077719773591,4265.315953678042,0.0,9.0,534.3720943308583,92.86636844456072,17764.470340179636,-4286.734202316098,-22051.204542495732,Success
user_13,4,Week 4,Sedentary,94.58462399755233,87.49077719773591,1629.9340097076092,4.22681534212488,7.0,737.5198898588434,92.33905482973854,16674.045187451207,-2573.1402310896437,-19247.185418540852,Success
user_13,5,Week 5,Sedentary,94.58462399755233,87.49077719773591,7412.919066962129,0.8716686430052794,6.0,955.8170536159625,91.53503612479587,24748.64232178625,-2455.020318050838,-27203.662639837086,Success
user_13,6,Week 6,Sedentary,94.58462399755233,87.49077719773591,3485.299164742515,0.0,6.0,900.660877818649,90.71555808850391,21110.965503778985,-2825.735041762874,-23936.70054554186,Success
user_13,7,Week 7,Sedentary,94.58462399755233,87.49077719773591,1110.7598112262094,0.0,9.0,887.6165012417117,89.81442538465414,24827.39555967426,-4444.462009438689,-29271.857569112948,Success
user_13,8,Week 8,Sedentary,94.58462399755233,87.49077719773591,2875.149554214523,0.0,2.0,808.710395256668,89.3029650993872,21587.43255416828,-856.2425222892739,-22443.675076457555,Success
user_13,9,Week 9,Sedentary,94.58462399755233,87.49077719773591,5445.260089964686,0.0,3.0,801.2360527599309,88.88925998474915,19463.660466099314,-1227.7369955017657,-20691.397461601082,Success
user_13,10,Week 10,Sedentary,94.58462399755233,87.49077719773591,2026.9640651860882,0.9260405559387195,9.0,684.4438005921468,88.03816275564506,16973.513160477258,-4213.443685552952,-21186.95684603021,Success
user_13,11,Week 11,Sedentary,94.58462399755233,87.49077719773591,1122.2286155174897,0.9014349526246614,3.0,922.2949735354435,87.52057654326421,19046.523737532378,-1263.6015786991932,-20310.12531623157,Success
user_13,12,Week 12,Sedentary,94.58462399755233,87.49077719773591,4852.905240221693,0.5076150503835364,8.0,873.6702652681432,86.69171721533952,20153.278594402702,-3655.831727912208,-23809.11032231491,Success
user_13,13,Week 13,Sedentary,94.58462399755233,87.49077719773591,4857.38299888053,1.5923454243658748,5.0,886.1032983987399,86.04581453401076,23328.075492337313,-1938.6617651827985,-25266.73725752011,Success
user_13,14,Week 14,Sedentary,94.58462399755233,87.49077719773591,2225.6988862010458,3.4766156869658538,4.0,707.9439025331734,85.55660978311533,17639.70185481842,-1193.391918296777,-18833.093773115197,Success
user_13,15,Week 15,Sedentary,94.58462399755233,87.49077719773591,2351.36593033587,2.8738853386033094,9.0,423.1649890225322,84.94890126098967,11833.22388793368,-3807.654635762545,-15640.878523696225,Success
user_13,16,Week 16,Sedentary,94.58462399755233,87.49077719773591,4812.174780751727,0.0,2.0,992.0017245568968,84.52012995204467,22149.713282263412,-759.3912609624136,-22909.104543225825,Success
user_13,17,Week 17,Sedentary,94.58462399755233,87.49077719773591,1000.0,0.0,5.0,716.2034451985293,83.80674115558865,20820.286704139176,-2450.0,-23270.286704139176,Success
user_13,18,Week 18,Sedentary,94.58462399755233,87.49077719773591,1000.0,2.8357997780981847,10.0,649.0142412924539,82.85803079180272,20799.48410230626,-4382.840044380363,-25182.324146686624,Success
user_13,19,Week 19,Sedentary,94.58462399755233,87.49077719773591,1485.445225616474,0.0,5.0,921.3588095849489,82.02417003985254,27074.457281948202,-2425.727738719176,-29500.185020667377,Success
user_13,20,Week 20,Sedentary,94.58462399755233,87.49077719773591,3252.9349690085346,0.0,4.0,731.3977880141523,81.38132410876537,19099.742584084233,-1837.3532515495733,-20937.095835633805,Success
user_14,1,Week 1,Active,81.67005773304521,75.54480340306682,12088.176479593016,1.074717434851601,1.0,835.4888672081588,81.51678631017572,17661.997178281403,319.35231094997107,-17342.64486733143,Failure
user_14,2,Week 2,Active,81.67005773304521,75.54480340306682,16163.746759323432,0.0,3.0,757.9760411759221,81.34619038661354,15356.882401689461,-691.8126620338284,-16048.69506372329,Failure
user_14,3,Week 3,Active,81.67005773304521,75.54480340306682,14001.808681207069,5.35365682051197,1.0,769.6246315600836,81.28968208035887,16648.82275804696,1270.8217981627477,-15378.000959884213,Failure
user_14,4,Week 4,Active,81.67005773304521,75.54480340306682,10440.215145128004,5.897887900756617,1.0,410.9577505399065,81.303343342662,10145.533086567117,1201.5883374077237,-8943.944749159393,Failure
user_14,5,Week 5,Active,81.67005773304521,75.54480340306682,10933.443272340588,2.5587239981832015,1.0,862.0901974426201,81.06883295157407,15010.0875790944,558.4169632536698,-14451.670615840729,Failure
user_14,6,Week 6,Active,81.67005773304521,75.54480340306682,7491.147223767669,0.0,2.0,695.7188429659249,80.63308586657486,18623.956387743357,-625.4426388116165,-19249.399026554973,Failure
user_14,7,Week 7,Active,81.67005773304521,75.54480340306682,10935.204024026636,2.6343888793687933,0.0,585.3765006319145,80.41416598272103,12642.763361719093,1073.6379770750905,-11569.125384644003,Failure
user_14,8,Week 8,Active,81.67005773304521,75.54480340306682,9989.694763779517,4.979510013506366,2.0,675.0929817848939,80.33045529462191,13822.258726160897,495.38674089024903,-13326.871985270647,Failure
user_14,9,Week 9,Active,81.67005773304521,75.54480340306682,12129.514961183313,0.30272107806467874,0.0,400.0,80.37857052136937,5167.773831544111,667.0199636721014,-4500.753867872009,Failure
user_14,10,Week 10,Active,81.67005773304521,75.54480340306682,8104.69169756687,4.458399799447889,1.0,721.5142420091174,80.1737683277927,16099.799991425629,796.9145447679214,-15302.885446657707,Failure
user_14,11,Week 11,Active,81.67005773304521,75.54480340306682,12817.712799844103,3.961725377067511,0.0,469.85998606813746,80.1506448600552,9161.64986077943,1433.2307154057073,-7728.419145373722,Failure
user_14,12,Week 12,Active,81.67005773304521,75.54480340306682,16364.586195509022,5.4482287490027215,0.0,413.28269997738147,80.33057427409,7665.969849941464,1907.8750595759955,-5758.094790365469,Failure
user_14,13,Week 13,Active,81.67005773304521,75.54480340306682,10619.339480400999,4.298950921035383,1.0,400.0,80.45521954289853,7811.249588103169,890.7571582271266,-6920.4924298760425,Failure
user_14,14,Week 14,Active,81.67005773304521,75.54480340306682,12405.991027346296,1.5673276477961113,0.0,844.7204656232369,80.18727079415565,18493.95168575687,933.7650809265372,-17560.186604830335,Failure
user_14,15,Week 15,Active,81.67005773304521,75.54480340306682,13415.503970988893,6.9914287541612286,2.0,539.878906103762,80.12017110442977,14790.33922844275,1069.06094938169,-13721.27827906106,Failure
user_14,16,Week 16,Active,81.67005773304521,75.54480340306682,9595.728348399574,3.603676067432575,1.0,918.4023492353873,79.8479092532297,15617.924704569434,700.5216309064938,-14917.40307366294,Failure
user_14,17,Week 17,Active,81.67005773304521,75.54480340306682,11784.323686336458,3.9317386512251704,0.0,556.2347439658479,79.68854672121599,11390.070464252727,1375.563914561857,-10014.50654969087,Failure
user_14,18,Week 18,Active,81.67005773304521,75.54480340306682,11044.073402736281,1.66683010231701,0.0,400.0,79.61575113031036,13668.135352968464,885.5696906002161,-12782.565662368248,Failure
user_14,19,Week 19,Active,81.67005773304521,75.54480340306682,11341.86634492091,2.8917943720212245,1.0,454.6082230089846,79.49566283297668,10013.173908656794,645.4521916502904,-9367.721717006503,Failure
user_14,20,Week 20,Active,81.67005773304521,75.54480340306682,8294.465756505866,1.7879932149327478,0.0,866.2670335012143,79.12937139616724,16680.45529454082,772.3219308118429,-15908.133363728979,Failure
user_15,1,Week 1,Active,84.18599713497571,77.87204734985254,11085.7856099063,3.5676348501914426,2.0,622.7178188610832,84.21126826211903,9710.232593935762,267.8162505336036,-9442.416343402158,Failure
user_15,2,Week 2,Active,84.18599713497571,77.87204734985254,12742.994019359074,8.27927120035586,1.0,554.0497231141449,84.10862927569562,16100.515276263155,1793.0039410391255,-14307.51133522403,Failure
user_15,3,Week 3,Active,84.18599713497571,77.87204734985254,16079.002627282645,0.5702471426716091,1.0,678.0031895242379,83.8968195993967,17026.22485358879,417.9995598984541,-16608.225293690335,Failure
user_15,4,Week 4,Active,84.18599713497571,77.87204734985254,14357.447891298223,0.0,1.0,737.8119788293204,83.49445379300072,17567.25720617081,217.87239456491125,-17349.384811605898,Failure
user_15,5,Week 5,Active,84.18599713497571,77.87204734985254,18536.138601290448,7.677925818734021,0.0,845.5447927829306,83.6639576751774,13199.832283665539,2462.392093811327,-10737.440189854213,Failure
user_15,6,Week 6,Active,84.18599713497571,77.87204734985254,8314.283529891827,3.4766908071203346,0.0,903.4873652312621,83.53692526086915,13985.402946203692,1111.0523379186584,-12874.350608285034,Failure
user_15,7,Week 7,Active,84.18599713497571,77.87204734985254,14053.122228522374,2.3273181533502085,0.0,587.04048698691,83.44029125128229,11401.240364656287,1168.1197420961605,-10233.120622560127,Failure
user_15,8,Week 8,Active,84.18599713497571,77.87204734985254,11641.697020084232,6.599761718490191,0.0,417.94165493564327,83.45556566649361,9569.190825820964,1902.03719470225,-7667.153631118714,Failure
user_15,9,Week 9,Active,84.18599713497571,77.87204734985254,18664.310266261855,2.4859611506578396,5.0,577.6435968034267,83.08439214986981,15627.768898283883,-1069.5922565553392,-16697.361154839222,Failure
user_15,10,Week 10,Active,84.18599713497571,77.87204734985254,8170.95600125697,8.565024283867341,0.0,695.549088652005,82.87997001455321,19895.336393899175,2121.5526568363166,-17773.78373706286,Failure
user_15,11,Week 11,Active,84.18599713497571,77.87204734985254,8060.973552367284,5.694814678348173,1.0,481.3421879131431,82.86089946869185,10681.943785616168,1042.011613287999,-9639.932172328168,Failure
user_15,12,Week 12,Active,84.18599713497571,77.87204734985254,8902.125740945921,2.7802214796357436,1.0,482.49858989336747,82.64301913970836,9986.33594781933,501.1505829744448,-9485.185364844885,Failure
user_15,13,Week 13,Active,84.18599713497571,77.87204734985254,3566.364964915676,9.393270533163758,0.0,710.1628792712299,82.60165268040936,18081.31947194692,2056.9723548785355,-16024.347117068386,Failure
user_15,14,Week 14,Active,84.18599713497571,77.87204734985254,9159.857424117337,2.485712692491654,0.0,641.485838475171,82.57009166428834,10278.622891403575,955.1354097041977,-9323.487481699376,Failure
user_15,15,Week 15,Active,84.18599713497571,77.87204734985254,8343.035684562057,5.855238430023268,1.0,655.7394741970277,82.37347434577386,18558.47545467078,1088.1994702327565,-17470.275984438023,Failure
user_15,16,Week 16,Active,84.18599713497571,77.87204734985254,11526.378252666727,4.748231451016229,2.0,517.2633164274879,82.36579420469414,11856.953717911429,525.9652028365822,-11330.988515074847,Failure
user_15,17,Week 17,Active,84.18599713497571,77.87204734985254,12196.145915220059,7.254353223496995,1.0,609.6798750139907,82.51451480301924,10857.909741280646,1560.6779404604022,-9297.231800820244,Failure
user_15,18,Week 18,Active,84.18599713497571,77.87204734985254,17566.597937255603,7.903777991817131,0.0,488.2591997530467,82.52422143013908,12705.179092141938,2459.0854952262066,-10246.09359691573,Failure
user_15,19,Week 19,Active,84.18599713497571,77.87204734985254,14326.483433651176,4.080010372664416,2.0,805.7847219468377,82.26867132816122,16237.441281276422,532.3262462154421,-15705.11503506098,Failure
user_15,20,Week 20,Active,84.18599713497571,77.87204734985254,8980.83720518159,2.116455324134541,0.0,831.1686335766567,82.16469220333252,12833.959485862322,872.3329250859877,-11961.626560776334,Failure
user_16,1,Week 1,Active,83.58768071469719,77.3186046610949,7855.548650280747,5.149930357347792,0.0,400.0,83.68142877173024,6185.053551815409,1422.7635039835957,-4762.290047831813,Failure
user_16,2,Week 2,Active,83.58768071469719,77.3186046610949,12721.71710027277,2.3057115756197346,1.0,487.3355994663283,83.70331670624748,7480.870597973347,597.2281701375855,-6883.642427835761,Failure
user_16,3,Week 3,Active,83.58768071469719,77.3186046610949,6379.183775427753,9.033468118816558,1.0,400.0,83.66763956404314,10758.817343928866,1625.652812534699,-9133.164531394166,Failure
